Scientific_Name,Common_Name,Threatened_Status,Listed_SPRAT_TaxonID,Kingdom,Class,Profile,Family,Genus,Species,Description,Image,Image_Author,Habitat,Australian_Distribution,Longitude,Latitude
Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,273,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=273,Petauridae,Gymnobelideus,leadbeateri,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Leadbeater%27s_Possum_02_Pengo.jpg/440px-Leadbeater%27s_Possum_02_Pengo.jpg,Pengo,,,146.1833,-37.8333
Chaeropus ecaudatus,"Pig-footed Bandicoot, Kanjilpa, Wilalya",Extinct,297,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=297,Peramelidae,Chaeropus,ecaudatus,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/PigFootedBandicoot.jpg/440px-PigFootedBandicoot.jpg,John Gould,,,141.33,-36.82
Dasyurus viverrinus,"Eastern Quoll, Luaner",Endangered,333,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=333,Dasyuridae,Dasyurus,viverrinus,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Dasyurus_viverrinus.jpg/800px-Dasyurus_viverrinus.jpg,Michael Barritt & Karen May,,,145.02,-37.8
Lathamus discolor,Swift Parrot,Critically Endangered,744,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=744,Psittacidae,Lathamus,discolor,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Swift_Parrot.jpg/440px-Swift_Parrot.jpg,Gunjan Pandey,,,143.72,-36.1
Pedionomus torquatus,Plains-wanderer,Critically Endangered,906,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=906,Pedionomidae,Pedionomus,torquatus,,https://upload.wikimedia.org/wikipedia/commons/8/8a/Pedionomus_torquatus%2C_NSW_1.jpg,Plains Wanderer,,,144.8,-37.9
Botaurus poiciloptilus,Australasian Bittern,Endangered,1001,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1001,Ardeidae,Botaurus,poiciloptilus,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hurepo.jpg/440px-Hurepo.jpg,J.G.Keulemans,,,144.97,-37.53
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",Endangered,1060,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1060,Procellariidae,Macronectes,giganteus,"The Southern Giant Petrel is the largest petrel, and has been described as looking like a small, ungainly brown albatross with a massive greenish-tipped straw coloured bill, surmounted by a large single nostril-tube (Pizzey & Knight 1999). Mature adults are grey-brown with a faded and mottled-white head, neck and breast. The underwing has a pale leading edge, near the body, which should aid in discrimination from the Northern Giant Petrel, in which this area is dark brown (Pizzey & Knight 1999).",https://upload.wikimedia.org/wikipedia/commons/a/ab/Giant_petrel_with_chicks.jpg,Brocken Inaglory,"The Southern Giant-Petrel is marine bird that occurs in Antarctic to subtropical waters. In summer, it mainly occurs over Antarctic waters, and it is widespread south as far as the pack-ice and onto the Antarctic continent (Marchant & Higgins 1990).In the Ross Sea, the Southern Giant-Petrel ranges from the Antarctic continent to the 3ÃÂ¡ C sea surface temperature isotherm. In early summer, it is most abundant over the continental slope, and in late summer, it has a uniform distribution from the continental slope north to the Antarctic Polar Front. It also occurs south to the Ross Ice Shelf at low densities. It has no preference for pack-ice of a particular density, but it may avoid crossing extensive ice sheets, which dampen sea swell and inhibit soaring. ","The Southern Giant-Petrel breeds on six subantarctic and Antarctic islands in Australian territory; Macquarie Island, Heard Island and McDonald Island in the Southern Ocean, and Giganteus Island, Hawker Island, and Frazier Island in the Australian Antarctic Territories (EABG 2001, Woehler et al. 2001; Woehler et al. in press).",144.4,-38.3
Caretta caretta,Loggerhead Turtle,Endangered,1763,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1763,Cheloniidae,Caretta,caretta,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Loggerhead_sea_turtle.jpg/1600px-Loggerhead_sea_turtle.jpg,Ukanda,"In Australia, Loggerhead Turtles nest on open, sandy beaches (Spotila 2004). Hatchlings enter the open ocean and begin feeding on small animals. Small Loggerhead Turtles live at or near the surface of the ocean and move with the ocean currents. In eastern Australia, there is evidence that they spend around 15 years or more in the open ocean (M. Chaloupka pers. comm. cited in Bjorndal et al. 2000), with much of their feeding in the top 5 m of water (Spotila 2004), before recruiting to their chosen inshore or neritic feeding area. Loggerhead Turtles choose a wide variety of tidal and sub-tidal habitat as feeding areas (Limpus 2008a). Loggerhead Turtles show fidelity to both their foraging and breeding areas (Limpus 2008a). When ready for breeding, mature turtles migrate to their chosen breeding area. Nesting females stay within an ""internesting area"" during their nesting period. Once breeding and nesting is complete, turtles return to their favoured foraging areas.","In Australia, the Loggerhead Turtle occurs in the waters of coral and rocky reefs, seagrass beds and muddy bays throughout eastern, northern and western Australia (Limpus 1995a; Limpus et al. 1992; Prince 1994b). While nesting is concentrated in southern Queensland and from Shark Bay to the North West Cape in Western Australia, foraging areas are more widely distributed. Females tagged at the south-east Queensland nesting areas have been recorded in waters off Indonesia, Papua New Guinea, Solomon Islands, New Caledonia, Northern Territory, Queensland and NSW (Limpus 2008a). The Western Australian stock forage from Shark Bay, Western Australia through to Arnhem Land, Gove and into the Java Sea of Indonesia (Baldwin et al. 2003; Prince 1998 cited in Limpus 2008a). The eastern and western Australian stocks are probably sharing feeding areas off Arnhem Land (Limpus 2008a) though no interbreeding of these two stocks is evident.",147.7,-37.9
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,1768,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1768,Dermochelyidae,Dermochelys,coriacea,"Leatherback Turtles are the largest of all sea turtles, with adult females having a mean size of 1.6 m curved carapace length (Limpus et al. 1984c) and some females reaching up to 1 t in weight. Both males and females have a spindled shaped body with unscaled keeled carapaces (shells) (Marquez 1990). Adults are black with pale spots. These spots turn pinkish when out of the water as blood flows to the surface of the skin to cool the body (Spotila et al. 1996).Leatherback Turtles have a number of physiological adaptions that allow them to maintain elevated body temperatures in cold water and avoid overheating in warmer water, including low metabolic rate, large thermal inertia, blood flow adjustments and peripheral insulation (Paladino et al. 1990, Southwood et al. 2005, Wallace et al. 2005, cited in Houghton et al. 2008).",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Leatherback_sea_turtle_Tinglar%2C_USVI_%285839996547%29.jpg/440px-Leatherback_sea_turtle_Tinglar%2C_USVI_%285839996547%29.jpg,U.S. Fish and Wildlife Service Southeast Region,"The Leatherback Turtles is a highly pelagic species, venturing close to shore mainly during the nesting season (Sarti Martinez 2000). Houghton and colleagues (2008) tracked deep (300ÃÂ¢ÃÂÃÂ1250 m) and protracted dives (> 1 hour) by Leatherback Turtles in the North Atlantic. It is known from waters all around Australia (Robins et al. 2002) and can be found foraging year round in Australian waters (Limpus in Hamann et al. 2006) over Australian continental shelf waters. Adults feed mainly on pelagic soft-bodied creatures such as jellyfish and tunicates (Bone 1998; Cogger 1992), which occur in greatest concentrations at the surface in areas of upwelling or convergence. The regular appearance of Leatherback Turtles in cool temperate waters is probably due to the seasonal occurrence of large numbers of jellyfish. Leatherback Turtles require sandy beaches to nest, with some evidence that coarser sand is more conducive to successful hatching than finer sand (Limpus et al. 1984). Sand temperatures between 24ÃÂ¢ÃÂÃÂ34 ÃÂ¡C are needed for successful incubation (Limpus et al. 1984). Beaches free from light pollution are required to prevent disorientation, disturbance and to allow nesting females to come ashore.","The Leatherback Turtle is a pelagic feeder, found in tropical, subtropical and temperate waters throughout the world (Marquez 1990). Large body size, high metabolism, a thick adipose tissue layer and regulation of blood flow (Spotila et al.1997) allow them to utilise cold water foraging areas unlike other sea turtle species. For this reason this species is regularly found in the high latitudes of all oceans including the South Pacific Ocean in the waters offshore from NSW, Victoria, Tasmania and Western Australia (Benson et al. 2011; Limpus & MacLachlan 1979, 1994). It has been recorded feeding in the coastal waters of all Australian States (Hamann et al. 2006).",146.059,-38.811
Litoria booroolongensis,Booroolong Frog,Endangered,1844,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,Hylidae,Litoria,booroolongensis,"The Booroolong Frog is a medium sized tree frog. Adults grow to about 40 mm (males) to 55 mm (females). Their body colour may be dull grey, olive or reddish brown, and may be uniform or consist of indistinct black markings and salmon-coloured flecks. The abdomen is white. The backs of the thighs are dark brown, with a few small pale spots. The dorsum usually has a slightly warty appearance, while the ventral surface is pale and finely granular. The throat is smooth and white in females and dark in males. A faint, thin, black strip begins at the snout and passes through the eye, curving slightly over the small tympanum to the shoulder. The back of the thighs may be dark brown or covered in a yellow and black reticulated pattern. The fingers and toes have well developed discs, but of moderate size, and the toes are strongly, nearly fully webbed while the fingers are web-free. Webbing extends to the base of all discs except the second toe. The vomerine teeth (on roof of mouth) extend from between to behind the choanae (opening in roof of skull forming one end of nasal passage), and there are also small maxillary teeth (Barker et al. 1995; Moore 1961).Males lack a distinct vocal sac and the call has been described as a purring 'qirk qirk qirk' lasting two or three seconds (Barker et al. 1995; Moore 1961; Robinson 1993) or a &lsquo;craww craww craww craww&rsquo; (Smith & Hunter 2003).The tadpole of the Booroolong Frog is free swimming (Anstis et al. 1998). The body is elongate and flattened, with a rounded snout, and well developed tail musculature. Individuals attain a total length of 50 mm prior to metamorphosis. The eyes are dorso-lateral and the mouth is ventral. Dorsal body colour is uniform rusty-brown with some darker mottling, which continues along the tail muscle. A conspicuous dark brown band is present across the lower back region. The under surface has an almost uniform gold sheen, with some darker patches. The oral disc is large, and a band of oral papillae surround the entire margin. There are two rows of anterior labial teeth, and three posterior rows (Anstis et al. 1998).",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Litoria_booroolongensis.jpg/440px-Litoria_booroolongensis.jpg,Tnarg,"The Booroolong Frog occurs along permanent streams with some fringing vegetation cover such as ferns, sedges or grasses (Anstis 2002; Robinson 1993). Adults occur on or near cobble banks and other rock structures within stream margins, or near slow-flowing connected or isolated pools that contain suitable rock habitats (NSW OEH 2011b). Streams range from small slow-flowing creeks to large rivers (The Victorian Frog Group 1999) in dissected mountainous country, tablelands, foothills and lowland plains (Anstis et al. 1998; Gillespie 1999). The species is associated with the following vegetation associations (NSW DECC 2005ap):","Present range: The Booroolong Frog is restricted to tablelands and slopes in NSW and north-east Victoria at 200Ã1300 m above sea level (NSW OEH 2011b). The species is predominantly found along the western-flowing streams and their headwaters of the Great Dividing Range, and a small number of eastern-flowing streams in the north end of its range (Spark 2009). The Booroolong Frog occurs along 520 km of stream across 56 streams in 28 creeks and rivers (Hunter 2013a). Its range extends from Tamworth in northern NSW to the Southern Highlands in Victoria (TSSC 2007k). Though this represents a large extent of occurrence, the area of occupancy of the species is likely to represent only a tiny portion of this range (TSSC 2007k). Within Victoria the species has been recorded at Burrowye Creek at Burrowye and on the Murray River at Jingellic (Gillespie & Hunter 1999), both sites are freehold pastoral land (Clemann 2003a). Historic range: The species has disappeared from 50% of its known range since the mid 1980s (Hunter 2013a). Declines have been most noticeable in the New England Tablelands (Anstis et al. 1998; Heatwole et al. 1995; Hunter 2013a), although it still occurs in the Namoi and Manning catchments in the southern part of this area (Gillespie 1999, 2000; Spark 2009). Declines have also occurred in the central and southern parts of the species' range (Gillespie 1999, 2000; Hunter 2007). Monitoring of populations on the south-west slopes and central tablelands indicates extinction of the species from two of the 13 monitored sites, which is an indication that declines are ongoing (Hunter 2013a). Previously known populations from the Blue Mountains are extinct (NSW SC 2005b). There are no records supported by photos or specimens from eastern flowing streams south of Sydney (NSW OEH 2011b). The Booroolong Frog has now largely disappeared from the Northern Tablelands and is now rare throughout most of the remainder of its range.",147.55,-36.02
Philoria frosti,Baw Baw Frog,Critically Endangered,1934,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1934,Myobatrachidae,Philoria,frosti,The Baw Baw Frog grows to 45 mm.  It is dark brown above with scattered black flecks and irregular lighter patches.  The upper surface is scattered with small warts on the sides and rump.  There are prominent black lobe-shaped paratoid glands on each side extending over the shoulders (Cogger 1990).,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Baw_Baw_Frog.jpg/440px-Baw_Baw_Frog.jpg,Canley,"The Baw Baw Frog is a habitat specialist. During the breeding season (September to December), calling males, gravid females and egg masses have been recorded along seepage lines within or at the periphery of sub-alpine wet heathland and in gullies within montane vegetation communities (Hollis 1995; Malone 1985a). Overall, surveys from 1993 to 1996 indicate that breeding localities are restricted to topographically protected gully habitats compared with the broader breeding distribution of the species over a decade ago (Hollis 1997).","The Baw Baw Frog is restricted entirely to the Baw Baw Plateau, located approximately 120 km east of Melbourne, Victoria. (Hollis 1995; Malone 1985a). Despite searches in close proximity to the plateau, and in similar environments (Mount Useful and Mount Torongo), the species has not been found elsewhere (Malone 1985a).",146.3,-37.8
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,2043,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2043,Rhamnaceae,Pomaderris,cotoneaster,,https://www.environment.nsw.gov.au/threatenedSpeciesApp/ImageHandler.ashx?graphicsId=44793&maxWidth=150,Jackie Miles,"Usually growing on shallow soils with outcropping rock, often associated with clifflines (above, on or below) or riverbanks. The species occurs in dry, shrubby open forest on north-west to south-west facing slopes (NSW National Parks & Wildlife Service, Southern Region 1999).",,149.4,-37.3333
Pultenaea maidenii,Maiden's Bush-pea,Extinct,2869,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2869,Fabaceae,Pultenaea,maidenii,,https://data.rbg.vic.gov.au/cip/preview/image/library/130343?maxsize=512,"Armstrong,J.",,,142.2,-37.4167
Pomaderris vacciniifolia,Round-leaf Pomaderris,Critically Endangered,4256,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4256,Rhamnaceae,Pomaderris,vacciniifolia,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Pomaderris_vacciniifolia.jpg/440px-Pomaderris_vacciniifolia.jpg,Canley,,,145.9667,-38.05
Caladenia rosella,"Rosella Spider-orchid, Little Pink Spider-orchid",Endangered,5086,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5086,Orchidaceae,Caladenia,rosella,,https://upload.wikimedia.org/wikipedia/commons/1/14/Caladenia_rosella.jpg,Chris Lindorff,,,143.7167,-37.05
Pterostylis despectans,Lowly Greenhood,Endangered,6272,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6272,Orchidaceae,Pterostylis,despectans,"Lowly Greenhood is a terrestrial herbaceous orchid that remains dormant underground as a tuber from late summer to early winter. It is a small, inconspicuous plant with pale coloured flowers. In winter this species develops a rosette of six to 10 basal leaves (10 -20 mm long and 6 -9 mm wide), which are shrivelled by the time the flowers mature. Three or four stem-sheathing bract-like leaves form above the rosette leaves (Bickerton & Robertson 2000a; NSW DECC 2005m).The flower stem grows to 30 -80 mm tall and has scaly bracts. One to six flowers are produced during November, of which only four open at a time. Flowers are pale, grey-green to brownish and up to 15 mm long on relatively long, slender, curved pedicels that spread widely from the stalk. The dorsal sepal and petals are combined into a hooded, column-embracing structure (the galea). The Lowly Greenhood hood and lateral sepals are tapered into long narrow pointed tips and flowers are placed near the ground due to curvature of the flower stalks. The lateral sepals are joined in the lower part and reflexed against the ovary (Bickerton & Robertson 2000a; NSW DECC 2005m).",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pterostylis_despectans.jpg/440px-Pterostylis_despectans.jpg,Russell Stanley,"Lowly Greenhood often favours disturbed sites or slightly raised mossy areas (J. Jeanes 2001, pers. comm. cited in Mulvaney 2007).","The Lowly Greenhood has a disjunct distribution in Victoria, South Australia and NSW. In these States, this species is known from very small populations each with limited areas of occupancy.",142.2,-36.8
Eucalyptus crenulata,"Silver Gum, Buxton Gum",Endangered,7193,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7193,Myrtaceae,Eucalyptus,crenulata,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Eucalyptus_crenulata_flowers.jpg/440px-Eucalyptus_crenulata_flowers.jpg,Geoff Derrin,,,145.7,-37.4166667
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,7580,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7580,Fabaceae,Swainsona,recta,"Erect or ascending perennial herb to 20 cm tall; stems with sparse, minute, antrorsely divergent basifixed or subbasifixed hairs. Leaves mostly 3 -6 cm long; leaflets 5 -13, narrow linear-lanceolate, 10 -20 mm long, mostly c. 1 mm wide, sometimes wider near base of plant, terminal leaflet much longer than upper laterals, apices long-tapering, usually acute, sometimes narrowly obtuse to emarginate, upper surface glabrous, lower surface sparsely pubescent; stipules mostly 2 -10 mm long. Racemes mostly 3 -15-flowered; flowers 4 -7 mm long, often hanging vertically from peduncle; calyx pubescent, teeth usually much shorter than tube; petals purple; standard 6 -8 mm long, 7 -9 mm wide, suborbicular, clawed; keel c. 7 mm long, apex acute, lipped; style tip curved, or truncate and geniculate, tufted. Pod globose to obovoid-obloid, 5 -15 mm long, 4 -7 mm wide, inflated, almost glabrous; stipe minute; seeds to c. 10, cordate to reniform, to c. 2.5 mm long, brown. Flowers Sep. -Nov.",https://data.rbg.vic.gov.au/cip/preview/image/library/81084?maxsize=512,Walsh Neville,,,145.0,-37.8333333333
Eriocaulon australasicum,"Austral Pipewort, Southern Pipewort",Endangered,7649,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7649,Eriocaulaceae,Eriocaulon,australasicum,"Leaves 20 -50 mm long, 1 -1.5 mm wide. Inflorescence ovoid to subglobose, 3 -4 mm diam., with outer whorls of female flowers and inner whorls of male flowers. Bracts glabrous; outer bracts ÃÂÃÂ± narrowly ovate; inner bracts ÃÂÃÂ± linear. Male flowers pedicellate, with perianth glabrous; outer perianth lobes 3, oblong-spathulate, cohering at base; inner perianth fused into a 3-lobed tube. Female flowers with perianth absent. Ovary sessile, but appearing shortly and distinctly pedicellate because perianth absent. Flowers Dec. and Mar.",https://data.rbg.vic.gov.au/cip/preview/image/library/141109?maxsize=512,David Pitts,"The Austral Pipewort grows in shallow, seasonally-inundated depressions and swamp margins on clay plains. Commonly associated species include Black Bristle-sedge Chorizandra enodis, Running Marsh-flower Villarsia reniformis, Dwarf Brooklime Gratiola pumilo, Wiry Centrolepis Centrolepis polygyna, Water-milfoil Myriophyllum species and Purple Bladderwort Utricularia dichotoma (Sutter 2010).","Austral Pipewort is known from three disjunct areas south-west Victoria (Sutter 2010), near Braidwood in NSW and in the Pilliga in NSW (OEH 2016). There is also an early collection from along the Murray River towards the junction of the Murrumbidgee River (Sutter 2010), possibly from near Yungera (Willis 1973). The populations in Victoria occur in Meereek Flora Reserve, Grampians National Park and Little Desert National Park, and consist of an abundance of approximately 2000 plants (Sutter 2010).",141.1777777778,-37.0913888889
Lepidium monoplocoides,Winged Pepper-cress,Endangered,9190,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9190,Brassicaceae,Lepidium,monoplocoides,,https://www.environment.nsw.gov.au/threatenedspeciesapp/ImageHandler.ashx?graphicsId=22668&maxWidth=150,Viridans,"Winged Pepper-cress occurs predominantly in mallee scrub in semi-arid areas (Leigh et al. 1984). Sites are seasonally moist to water-logged with heavy, fertile soils and a mean annual rainfall of around 300 to 500 mm. The predominant vegetation is usually an open-woodland dominated by Allocasuarina leuhmannii and/or eucalypts, particularly Eucalyptus largiflorens (Black Box) or Eucalyptus populnea (Poplar Box). The field layer of the surrounding woodland is dominated by tussock grasses (notably Danthonia spp. and Stipa spp.), but the seasonally waterlogged sites preferred by Winged Pepper-cress also support a number of moisture dependent herbs, such as Marsilea spp. (Nardoo) (Leigh & Briggs 1992). Also known from riparian woodland (e.g. Gunbower Is.) (MEL collection records).",,144.1767,-35.7185999991
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Endangered,9704,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9704,Orchidaceae,Prasophyllum,frenchii,"The Maroon Leek-orchid has a single, terete, erect, slender leaf to 60 cm long, that is green with a purplish base. The species has a slender to stout greenish stem to 60 cm tall, which bears 20-60 small (to 8 mm across), fragrant, variably coloured (usually greenish with reddish tonings) flowers in a relatively dense spike. The dorsal sepal is ovate with a pointed apex, and incurved to obliquely deflexed, while the lateral sepals are broadly lanceolate, erect, free, parallel and the tips are divergent and the margins inrolled. The labellum (largest upper petal) is broadly ovate with undulate margins, the base is pouched, and it is sharply recurved (at right-angles) just beyond the middle. The callus plate (raised structure on surface of labellum) is short, horse-shoe shaped, raised, fleshy, warty, somewhat irregular, and extends just beyond the bend in the labellum (Backhouse & Jeanes 1995; Bates 1994c; Bishop 1996; Jones 1988; Jeanes & Backhouse 2004; von Mueller 1889)",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Prasophyllum_frenchii.jpg/440px-Prasophyllum_frenchii.jpg,Russell Stanley,"The Maroon Leek-orchid grows mainly in open sedge swampland or in wet grassland and wet heathland generally bordering swampy regions. Sites are generally low altitude, flat and moist (Backhouse & Jeanes 1995). Soils are generally moderately rich damp sandy or black clay loams (Backhouse & Jeanes 1995). Climate is mild, with an annual rainfall of 600ÃÂ¢ÃÂÃÂ1100 mm, occurring predominantly in winter and spring (Rouse 2006 pers. comm.).","The Maroon Leek-orchid is widespread across southern Victoria in the Wannon, Gippsland Plain, Wilsons Promontory and East Gippsland regions (Conn 1993) and extending into the far south-east corner of South Australia (SA). Records from SA other than Piccaninnie Ponds Conservation Park (Cons. P) are erroneous and are either the Fleurieu Leek Orchid (Prasophyllum murfetii), P. pyriforme or P. litorale. Collections from Tasmania are likely to be Prasophyllum rostratum.",147.6,-37.8167
Caladenia audasii,"McIvor Spider-orchid, Audas' Spider-orchid",Endangered,11727,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11727,Orchidaceae,Caladenia,audasii,"The McIvor Spider-orchid is a terrestrial, deciduous herb with a single leaf of 60 to 100 mm long by 8 to 10 mm wide, lanceolate in shape, green and sparsely hairy.  The species has a slender hairy, green or reddish flower stem, growing to 20 cm tall. Its labellum is pale yellow, with reddish spotting (Backhouse & Jeanes 1995).",https://data.rbg.vic.gov.au/cip/preview/image/library/124671?maxsize=512,Jeff Jeanes,"The McIvor Spider-orchid is currently known from a variety of woodland and open forest habitats. At one site it grows in a flat to gently sloping area on shallow heavy stony clay soil under Eucalyptus leucoxylon subsp. leucoxylon with a sparse shrub layer of Acacia pycnantha and a very sparse ground layer of herbs and native grasses. At another site it grows on a flat area on sandy loam in what was probably Box-Ironbark Forest, but the overstorey has since been removed and the shrub layer is frequently slashed. The third site is a gully with an overstorey of Eucalyptus nortonii, no shrub layer and a rich ground layer of herbs such as Cheilanthes spp., Pelargonium spp., Brunonia australis and native grasses. The soil at this site is a deeper, more friable sandy loam (Berwick et al. 1998a). At one site, leaf litter was scattered around areas that are devoid of vegetative litter (Todd 2000).","The McIvor Spider-orchid is endemic to Victoria where it has a disjunct distribution across 200 km of the Midlands Region (Conn 1993), from Bendigo to Deep Lead. It is currently known from fewer than 20 plants in three widely scattered populations; in state forest near Deep Lead (five plants in 1989, three plants in 1991), in state forest near Inglewood (five plants in 1985, one plant in 1995) and in a flora reserve near Bendigo (four plants in 1992, three plants in 1997). It is not known if these figures represent an overall decline in the plant numbers or just seasonal fluctuations (Berwick et al 1998a). The Deep Lead Flora and Fauna Reserve contains two populations several hundred metres apart (Carr 2000 pers. comm.).There are two old collections at the National Herbarium of Victoria: 2 December 1905 from 'Redlands', Ararat (MEL 610762); and 1896 from Bendigo, 'Mt McIvor' (type collection MEL 610760). The precise location of these two sites is currently unknown (Berwick et al. 1998a).",143.7,-37.1
Sclerolaena napiformis,Turnip Copperburr,Endangered,11742,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11742,Chenopodiaceae,Sclerolaena,napiformis,,https://data.rbg.vic.gov.au/cip/preview/image/library/130753?maxsize=1024,Walsh Neville,,,144.9791572,-37.8319293991
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,11896,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11896,Orchidaceae,Thelymitra,epipactoides,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Thelymitra_epipactoides_habit.jpg/440px-Thelymitra_epipactoides_habit.jpg,Kevin Sparrow,,,145.0,-37.9
Senecio georgianus,Grey Groundsel,Extinct,12873,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12873,Asteraceae,Senecio,georgianus,"Grey Groundsel was an erect, perennial shrub which grew 30 -60 cm high. When young, the species was covered with white cottony wool which usually persisted on the underside of the leaves. The leaves were linear or lance-shaped, 2 -8 cm long, with smooth or slightly toothed margins. The tiny yellow flowers were densely clustered into small branched flower heads which were arranged at the ends of the stems. Each flower head was surrounded at the base by a cylindrical covering of about 12 bracts (modified leaves), 5 -7 mm long. The individual flowers were minute and bisexual. Fruit were small, dry and hairy with the seed distinct from the fruit wall. The species flowered from August to September (Leigh et al. 1984).",https://data.rbg.vic.gov.au/cip/preview/image/library/128873?maxsize=512,"Brosch, T. National Hebarium of Victoria                        ","Grey Groundsel is recorded as occurring in savannah grassland, undulating grassy eucalypt woodland, grassy sub-alpine ridges and collections frequently occurred in association with major rivers and lakes (Davies 1992; Leigh et al. 1984).","Grey Groundsel has been collected in NSW, South Australia, Victoria, Western Australia and Tasmania, but is now considered extinct (Davies 1992). This species was never considered common despite being collected from such a large area (Leigh et al. 1994)..",146.984308,-38.031926
Prasophyllum diversiflorum,Gorae Leek-orchid,Endangered,13210,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13210,Orchidaceae,Prasophyllum,diversiflorum,"Flowering stem 30 -60 cm tall. Leaf-blade to 15 cm long and 4 -10 mm diam. at base, mostly green, apex lax. Flowers 10 -40, greenish with brownish markings, fragrant, in a moderately crowded spike 8 -15 cm long; ovary obovoid, to 4 mm long; sepals 6 -9 mm long, dorsal sepal ovate-lanceolate, acuminate, striated, lateral sepals free, divergent, lanceolate, erect, margins strongly incurved, tips bidentate; petals linear, 6 -9 mm long, incurved or spreading, apex pale, acute to obtuse. Labellum on a short broad claw, white to pinkish, ovate, 6 -9 mm long, concave throughout, margins crisped or undulate, compressed near bend; callus tongue-shaped, greenish, channelled, thickest at the bend, but extending well beyond, often verrucose. Column appendages pale, hatchet-shaped, to 3 mm long. Flowers Dec. -Jan.",https://data.rbg.vic.gov.au/cip/preview/image/library/124632?maxsize=512,Jeff Jeanes,,,142.4425,-37.682777776900004
