Scientific_Name,Common_Name,Threatened_Status,Listed_SPRAT_TaxonID,Kingdom,Class,Profile,Family,Genus,Species,Description,Image,Image_Author,Habitat,Australian_Distribution,Longitude,Latitude
Phoebetria fusca,Sooty Albatross,Vulnerable,1075,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075,Diomedeidae,Phoebetria,fusca,,https://upload.wikimedia.org/wikipedia/commons/a/af/Sooty_Albatross_CW.jpg,3HEADEDDOG,"The Sooty Albatross is marine and pelagic. In summer, the species occurs mainly south of 35Â¡ S in subtropical and subantarctic waters, but it is most abundant near the Subtropical Convergence (Falla 1937a; Tickell & Woods 1972; Weimerskirch et al. 1986). It ranges south of the Antarctic Convergence in the south-western Indian Ocean, but rarely elsewhere (Biermann & Voous 1950; Weimerskirch et al. 1986). In late autumn and winter, the Sooty Albatross occurs mainly in the Subtropical Zone (Rand 1963; Tickell & Woods 1972). Immature albatrosses are restricted to the Subtropical zone throughout the year (Stahl 1987).","The Sooty Albatross has sometimes been observed foraging in inshore waters in southern Australia (Thiele 1977). The Sooty Albatross is a rare, but probably regular migrant to Australia, mostly in the autumn-winter months, occurring north to south-east Queensland, NSW, Victoria, Tasmania and South Australia (Pizzey & Knight 1999).",144.93,-37.85
Delma impar,"Striped Legless Lizard, Striped Snake-lizard",Vulnerable,1649,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1649,Pygopodidae,Delma,impar,"The Striped Legless Lizard is a member of the family Pygopodidae, the legless or flap-footed lizards (Cogger 1992). As with other members of the legless lizard family, Striped Legless Lizards lack forelimbs and have only very reduced hind limbs. These hind limbs are apparent only as small flaps on either side of the vent. Superficially, these animals resemble snakes, but can be readily distinguished from the latter by the presence of external ear openings, a fleshy undivided tongue and a tail which is longer than the body (Cogger 1992). Striped Legless Lizards can be readily distinguished from other legless lizards by body colouration, body size and head scalation.The Striped Legless Lizard is a pale-grey lizard up to 30 cm in length, with a maximum snout-vent length (SVL) of about 12 cm. Striped Legless Lizards have a long thin body and the tail, when unbroken, is about twice the length of the body. They have a series of stripes on their sides and the sides of their back, becoming diagonal bands on the tail (Cogger 1992; Wilson & Knowles 1988). These stripes are dark-brown or blackish and extend the whole length of the individual from the neck to the tail. Each stripe has individual black-centered scales. However, in some individuals, particularly juveniles, these stripes may be very faint or absent. The head is generally darker than the body, tending to black in juveniles. The underside of Striped Legless Lizards is whitish and they have a blunt snout (Cogger 2000). The sexes of Striped Legless Lizards appear very similar externally. However, adult males may be distinguished by the presence of a small rounded 'spur' under each hind limb flap (M.A. Rauhala 1998, pers. comm.).There is significant variation in the size of Striped Legless Lizards in different populations in Victoria. A study at Dashwood found the modal size class to be 6.0 -6.9 g, while a study at Derrimut Grassland Reserve reported the modal size class to be 3.0 -4.1 g (Coulson 1990; Kutt 1992). The modal size class of Striped Legless Lizards captured at the Keilor Plains site was 6.0 -6.9 g. Some generations (size classes) appeared to be uncommon, suggesting that recruitment may be low in some years (O'Shea 1996). Observations of captive animals suggest that Striped Legless Lizards may skip reproduction when not in prime condition (J. Birkett n.d., pers. comm., cited in O'Shea 1996).",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Striped_legless_lizard.jpg/440px-Striped_legless_lizard.jpg,Benjamint444,"The Striped Legless Lizard is a grassland specialist. Potential habitat for the Striped Legless Lizard includes all areas which have, or once had, native grasslands or grassy woodlands (including derived grasslands) across the historical range of the speices, provided that area retains suitable tussock structure, the soil is of appropriate type and structure, and the site has not had major disturbance such as ploughing (Coulson 1990; Dorrough & Ash 1999; Hadden 1995; O'Shea 1996). All occupied sites have a grassy ground cover, often with a mixture of native and exotic perennial and annual species of tussock-forming grasses (often >20Ã¢ÂÂ50% cover) (Dorrough 1995). Until recently, this species was thought to inhabit only native grasslands dominated by species such as Spear Grass (Stipa bigeniculata) and Kangaroo Grass (Themeda triandra) (Cogger et al. 1993; Coulson 1995). However, the species is now known to occur in some areas dominated by introduced species such as Phalaris aquatica, Serated Tussock (Nasella trichotoma) and Hypocharis radicata(Corrigan et al. 1996; Coulson 1990; Hadden 1995; Kukolic 1994; O'Shea 1996; Rauhala 1996; Rauhala et al. 1995), and at sites with a history of grazing and pasture improvement (Coulson 1995; Dorrough 1995; Smith & Robertson 1999). It is not known if grassland dominated by introduced species can support Striped Legless Lizard populations in the long term, but there is evidence that they do reproduce in these habitats (Corrigan et al. 1996; Rauhala et al. 1995).","Distribution: The Striped Legless Lizard was formerly distributed throughout temperate lowland grasslands in the Australian Capital Territory (ACT), the south-western slopes and southern tablelands of New South Wales (NSW), central and southern Victoria, and the south-eastern corner of South Australia (SA) (Cogger et al. 1993). The distribution of the species has declined, with many known sites no longer supporting populations (Smith & Robertson 1999). Due to habitat fragmentation the remaining populations are probably small and isolated (Webster et al. 2003). In NSW, the species occurs at sites near Goulburn, Yass, Queanbeyan, Cooma and Tumut areas (Coulson 1995; OEH 2014ax). The formerly continuous distribution in the ACT has been reduced to four discrete areas: Gungahlin, the lower Majura Valley (including the suburb of Lawson), the lower Jerrabomberra Valley and Yarramundi Reach (Coulson 1995; Dorrough 1995; McElhinney 2002). The population at Yarramundi Reach may have become extinct (ACT Government 2005a). The range of the Striped Legless Lizard in Victoria appears to have contracted to the southern part of the state (Cogger et al. 1993), with extant populations known from the outer western and northern suburbs of Melbourne, near Cressy in the western district, Derrimut Grasslands Reserve, Dashwood (Cogger et al. 1993; Coulson 1995; Webster et al. 2003; Smith & Robertson 1999; Whitby 1995), Merton, Alexandra, Molesworth and Yea (Anon. 2002a). The species was recently recorded on the new section of the Calder Highway from Kyneton to Ravenswood (Victoria). The species is no longer found in the inner metropolitan areas of Melbourne (Cogger et al. 1993). The species was believed to be extinct in SA in 1993 (Cogger et al. 1993). However populations have been discovered in recent years at Lake Omerod and Hack's Lagoon Conservation Park, near Naracoorte (S. Milne 2001a, pers. comm.). An additional sighting on Kyby-Jesse Road in this area may have indicated an additional population. However, this site has since been destroyed (Milne 1999).",144.92,-37.77
Aprasia parapulchella,"Pink-tailed Worm-lizard, Pink-tailed Legless Lizard",Vulnerable,1665,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1665,Pygopodidae,Aprasia,parapulchella,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Pink-tailed_Worm-lizard_%28Aprasia_parapulchella%29_%289105308465%29.jpg/440px-Pink-tailed_Worm-lizard_%28Aprasia_parapulchella%29_%289105308465%29.jpg,Matt,,,144.3,-36.8
Caretta caretta,Loggerhead Turtle,Endangered,1763,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1763,Cheloniidae,Caretta,caretta,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Loggerhead_sea_turtle.jpg/1600px-Loggerhead_sea_turtle.jpg,Ukanda,"In Australia, Loggerhead Turtles nest on open, sandy beaches (Spotila 2004). Hatchlings enter the open ocean and begin feeding on small animals. Small Loggerhead Turtles live at or near the surface of the ocean and move with the ocean currents. In eastern Australia, there is evidence that they spend around 15 years or more in the open ocean (M. Chaloupka pers. comm. cited in Bjorndal et al. 2000), with much of their feeding in the top 5 m of water (Spotila 2004), before recruiting to their chosen inshore or neritic feeding area. Loggerhead Turtles choose a wide variety of tidal and sub-tidal habitat as feeding areas (Limpus 2008a). Loggerhead Turtles show fidelity to both their foraging and breeding areas (Limpus 2008a). When ready for breeding, mature turtles migrate to their chosen breeding area. Nesting females stay within an ""internesting area"" during their nesting period. Once breeding and nesting is complete, turtles return to their favoured foraging areas.","In Australia, the Loggerhead Turtle occurs in the waters of coral and rocky reefs, seagrass beds and muddy bays throughout eastern, northern and western Australia (Limpus 1995a; Limpus et al. 1992; Prince 1994b). While nesting is concentrated in southern Queensland and from Shark Bay to the North West Cape in Western Australia, foraging areas are more widely distributed. Females tagged at the south-east Queensland nesting areas have been recorded in waters off Indonesia, Papua New Guinea, Solomon Islands, New Caledonia, Northern Territory, Queensland and NSW (Limpus 2008a). The Western Australian stock forage from Shark Bay, Western Australia through to Arnhem Land, Gove and into the Java Sea of Indonesia (Baldwin et al. 2003; Prince 1998 cited in Limpus 2008a). The eastern and western Australian stocks are probably sharing feeding areas off Arnhem Land (Limpus 2008a) though no interbreeding of these two stocks is evident.",147.7,-37.9
Chelonia mydas,Green Turtle,Vulnerable,1765,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1765,Cheloniidae,Chelonia,mydas,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Green_turtle_swimming_over_coral_reefs_in_Kona.jpg/1600px-Green_turtle_swimming_over_coral_reefs_in_Kona.jpg,Brocken Inaglory,"Green Turtles spend their first five to ten years drifting on ocean currents. During this pelagic (ocean-going) phase, they are often found in association with driftlines and rafts of Sargassum (a floating marine plant that is also carried by currents) (Robins et al. 2002; Poiner & Harris 1996; Carr & Meylan 1980).","Green Turtles nest, forage and migrate across tropical northern Australia. They usually occur between the 20Â°C isotherms (Marquez 1990), although individuals can stray into temperate waters (Cogger et al. 1993). In Australia, the key nesting and inter-nesting areas (where females live between laying successive clutches in the same season) are (DEH 2005a; DEWHA 2008b):",146.32,-38.77
Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,1766,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1766,Cheloniidae,Eretmochelys,imbricata,"Hawksbill Turtles have a parrot-like beak. Adults have an olive-green or brown carapace (upper shell) with reddish-brown, brown or black markings in a tortoiseshell pattern. The carapace is highly domed and heart shaped with imbricate (overlapping) scale and is cream to yellowish underneath (Cogger 1994; Limpus 1995a). Adult females weigh 50 kg and have a mean curved carapace length of approximately 82 cm (Dobbs et al. 1999).Hatchlings are brown to black above and light underneath (Cogger 1994). They weigh around 14 g and have a straight carapace length of approximately 4 cm (Dobbs et al. 1999).",https://upload.wikimedia.org/wikipedia/commons/d/d1/Hawksbill_turtle_off_the_coast_of_Saba.jpg,magicOlf,"Hawksbill Turtles spend their first five to ten years drifting on ocean currents (Carr 1987a; Limpus et al. 1994e). During this pelagic (ocean-going) phase, they are often found in association with rafts of Sargassum (a floating marine plant that is also carried by currents) (Carr 1987a).","Major nesting of Hawksbill Turtles in Australia occurs at Varanus Island and Rosemary Island in Western Australia (Pendoley 2005), and in the northern Great Barrier Reef and Torres Strait (Dobbs et al. 1999; Limpus et al. 1989), Queensland. The key nesting and inter-nesting areas (where females live between laying successive clutches in the same season) in Australia are (DEH 2005b): Queensland:Milman Island and the inner Great Barrier Reef Cays north from Cape GrenvilleCentral Torres Strait islandsCrab IslandMurray IslandsDarnley IslandWoody IslandRed Wallis and Woody Wallis IslandsBramble Cay and Johnson Islet (Torres Strait) Western Cape York PeninsulaNorthern Territory:Coburg PeninsulaBetween Nhulunbuy and northern Blue Mud Bay (East Arnhem Land) Groote IslandSir Edward Pellew IslandsWessel and English IslandsWestern Australia:The Dampier ArchipelagoThe Ningaloo and Jurabi CoastsThevenard, Barrow, Lowendal and Montebello IslandIn Queensland, Milman Island and the inner Great Barrier Reef Cays north from Cape Grenville are important foraging grounds and juvenile habitat for Hawksbill Turtles (DEH 2005b). In Western Australia, reefs west of Cape Preston and south to Onslow are important feeding grounds for the species (Pendoley 2005). Groote Eylandt appears to be the most significant area for Hawksbill nesting in the Northern Territory (DEWHA 2008). A globally important rookery occurs on an archipelago to the north-east of Groote Eylandt (Hoenner et al. 2016).",,
Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,1768,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1768,Dermochelyidae,Dermochelys,coriacea,"Leatherback Turtles are the largest of all sea turtles, with adult females having a mean size of 1.6 m curved carapace length (Limpus et al. 1984c) and some females reaching up to 1 t in weight. Both males and females have a spindled shaped body with unscaled keeled carapaces (shells) (Marquez 1990). Adults are black with pale spots. These spots turn pinkish when out of the water as blood flows to the surface of the skin to cool the body (Spotila et al. 1996).Leatherback Turtles have a number of physiological adaptions that allow them to maintain elevated body temperatures in cold water and avoid overheating in warmer water, including low metabolic rate, large thermal inertia, blood flow adjustments and peripheral insulation (Paladino et al. 1990, Southwood et al. 2005, Wallace et al. 2005, cited in Houghton et al. 2008).",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Leatherback_sea_turtle_Tinglar%2C_USVI_%285839996547%29.jpg/440px-Leatherback_sea_turtle_Tinglar%2C_USVI_%285839996547%29.jpg,U.S. Fish and Wildlife Service Southeast Region,"The Leatherback Turtles is a highly pelagic species, venturing close to shore mainly during the nesting season (Sarti Martinez 2000). Houghton and colleagues (2008) tracked deep (300Ã¢ÂÂ1250 m) and protracted dives (> 1 hour) by Leatherback Turtles in the North Atlantic. It is known from waters all around Australia (Robins et al. 2002) and can be found foraging year round in Australian waters (Limpus in Hamann et al. 2006) over Australian continental shelf waters. Adults feed mainly on pelagic soft-bodied creatures such as jellyfish and tunicates (Bone 1998; Cogger 1992), which occur in greatest concentrations at the surface in areas of upwelling or convergence. The regular appearance of Leatherback Turtles in cool temperate waters is probably due to the seasonal occurrence of large numbers of jellyfish. Leatherback Turtles require sandy beaches to nest, with some evidence that coarser sand is more conducive to successful hatching than finer sand (Limpus et al. 1984). Sand temperatures between 24Ã¢ÂÂ34 Â¡C are needed for successful incubation (Limpus et al. 1984). Beaches free from light pollution are required to prevent disorientation, disturbance and to allow nesting females to come ashore.","The Leatherback Turtle is a pelagic feeder, found in tropical, subtropical and temperate waters throughout the world (Marquez 1990). Large body size, high metabolism, a thick adipose tissue layer and regulation of blood flow (Spotila et al.1997) allow them to utilise cold water foraging areas unlike other sea turtle species. For this reason this species is regularly found in the high latitudes of all oceans including the South Pacific Ocean in the waters offshore from NSW, Victoria, Tasmania and Western Australia (Benson et al. 2011; Limpus & MacLachlan 1979, 1994). It has been recorded feeding in the coastal waters of all Australian States (Hamann et al. 2006).",146.059,-38.811
Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,1828,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,Hylidae,Litoria,raniformis,"The Growling Grass Frog is one of the largest frog species in Australia. It reaches up to 104 mm in length, with females usually larger (60-104 mm) than males (55-65mm) (Barker et al. 1995; Tyler 1978; Tyler and Barrie 1996). Growling Grass Frogs vary in colour and pattern but in general are olive to bright emerald green, with irregular gold, brown, black or bronze spotting. Their backs are warty and usually have a pale green mid-dorsal stripe. The eardrum is pronounced. A cream or yellow stripe underlined by a dark brown stripe runs from the nostril, through the eye, above the inner ear and down the sides of the body to the groin as a dorso-lateral fold (Barker & Grigg 1977, Robinson 1993). On their bellies, Growling Grass Frogs are white and coarsely granular. During the breeding season males may become yellow or dark grey/black under the throat. The groin and posterior of the thighs are turquoise blue (DEC NSW 2005).Growling Grass Frogs lack webbing on their fingers but the toes are almost fully webbed. Toe discs are small and approximately equal in width to the digits. These frogs possess small vomerine teeth that are attached to a bone in the roof of the mouth and are situated between the internal openings of the nostrils in the roof of the mouth. These teeth are used for holding prey, which is then swallowed whole (Barker et al. 1995).",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Litoria_raniformisA.JPG/440px-Litoria_raniformisA.JPG,,"This species is found mostly amongst emergent vegetation (Robinson 1993), including Typha sp. (bullrush), Phragmites sp. (reeds) and Eleocharis sp.(sedges), in or at the edges of still or slow-flowing water bodies such as lagoons, swamps, lakes, ponds and farm dams (NSW DEC 2005a). The Growling Grass Frog can be found floating in warmer waters in temperatures between 18Ã¢ÂÂ25Â¡C.","In the past, the Growling Grass Frog was distributed across a large area of south-east Australia, including Tasmania, at altitudes of up to 1300 m (Osborne et al. 1996 in Mahony 1999).",146.47,-36.05
Litoria booroolongensis,Booroolong Frog,Endangered,1844,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,Hylidae,Litoria,booroolongensis,"The Booroolong Frog is a medium sized tree frog. Adults grow to about 40 mm (males) to 55 mm (females). Their body colour may be dull grey, olive or reddish brown, and may be uniform or consist of indistinct black markings and salmon-coloured flecks. The abdomen is white. The backs of the thighs are dark brown, with a few small pale spots. The dorsum usually has a slightly warty appearance, while the ventral surface is pale and finely granular. The throat is smooth and white in females and dark in males. A faint, thin, black strip begins at the snout and passes through the eye, curving slightly over the small tympanum to the shoulder. The back of the thighs may be dark brown or covered in a yellow and black reticulated pattern. The fingers and toes have well developed discs, but of moderate size, and the toes are strongly, nearly fully webbed while the fingers are web-free. Webbing extends to the base of all discs except the second toe. The vomerine teeth (on roof of mouth) extend from between to behind the choanae (opening in roof of skull forming one end of nasal passage), and there are also small maxillary teeth (Barker et al. 1995; Moore 1961).Males lack a distinct vocal sac and the call has been described as a purring 'qirk qirk qirk' lasting two or three seconds (Barker et al. 1995; Moore 1961; Robinson 1993) or a &lsquo;craww craww craww craww&rsquo; (Smith & Hunter 2003).The tadpole of the Booroolong Frog is free swimming (Anstis et al. 1998). The body is elongate and flattened, with a rounded snout, and well developed tail musculature. Individuals attain a total length of 50 mm prior to metamorphosis. The eyes are dorso-lateral and the mouth is ventral. Dorsal body colour is uniform rusty-brown with some darker mottling, which continues along the tail muscle. A conspicuous dark brown band is present across the lower back region. The under surface has an almost uniform gold sheen, with some darker patches. The oral disc is large, and a band of oral papillae surround the entire margin. There are two rows of anterior labial teeth, and three posterior rows (Anstis et al. 1998).",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Litoria_booroolongensis.jpg/440px-Litoria_booroolongensis.jpg,Tnarg,"The Booroolong Frog occurs along permanent streams with some fringing vegetation cover such as ferns, sedges or grasses (Anstis 2002; Robinson 1993). Adults occur on or near cobble banks and other rock structures within stream margins, or near slow-flowing connected or isolated pools that contain suitable rock habitats (NSW OEH 2011b). Streams range from small slow-flowing creeks to large rivers (The Victorian Frog Group 1999) in dissected mountainous country, tablelands, foothills and lowland plains (Anstis et al. 1998; Gillespie 1999). The species is associated with the following vegetation associations (NSW DECC 2005ap):","Present range: The Booroolong Frog is restricted to tablelands and slopes in NSW and north-east Victoria at 200Ð1300 m above sea level (NSW OEH 2011b). The species is predominantly found along the western-flowing streams and their headwaters of the Great Dividing Range, and a small number of eastern-flowing streams in the north end of its range (Spark 2009). The Booroolong Frog occurs along 520 km of stream across 56 streams in 28 creeks and rivers (Hunter 2013a). Its range extends from Tamworth in northern NSW to the Southern Highlands in Victoria (TSSC 2007k). Though this represents a large extent of occurrence, the area of occupancy of the species is likely to represent only a tiny portion of this range (TSSC 2007k). Within Victoria the species has been recorded at Burrowye Creek at Burrowye and on the Murray River at Jingellic (Gillespie & Hunter 1999), both sites are freehold pastoral land (Clemann 2003a). Historic range: The species has disappeared from 50% of its known range since the mid 1980s (Hunter 2013a). Declines have been most noticeable in the New England Tablelands (Anstis et al. 1998; Heatwole et al. 1995; Hunter 2013a), although it still occurs in the Namoi and Manning catchments in the southern part of this area (Gillespie 1999, 2000; Spark 2009). Declines have also occurred in the central and southern parts of the species' range (Gillespie 1999, 2000; Hunter 2007). Monitoring of populations on the south-west slopes and central tablelands indicates extinction of the species from two of the 13 monitored sites, which is an indication that declines are ongoing (Hunter 2013a). Previously known populations from the Blue Mountains are extinct (NSW SC 2005b). There are no records supported by photos or specimens from eastern flowing streams south of Sydney (NSW OEH 2011b). The Booroolong Frog has now largely disappeared from the Northern Tablelands and is now rare throughout most of the remainder of its range.",147.55,-36.02
Litoria aurea,Green and Golden Bell Frog,Vulnerable,1870,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,Hylidae,Litoria,aurea,The Green and Golden Bell Frog is a large dull olive to bright emerald-green frog reaching 85 mm in length (Cogger 2000). The frog has a number of distinguishable features which aid its identification; the dorsum (back) of the frog has large irregular blotches ranging from brown to rich golden-bronze and has a yellowish stripe running from behind the eye to the lower back which is bordered by a black stripe that can extend through the eye to the nostrils. The hind toes of the frog are almost fully webbed but the fingers of the front feet lack webbing. The frog also has a distinct tympanum (ear membrane) (Cogger 2000).,https://upload.wikimedia.org/wikipedia/commons/6/6e/Litoria_aurea_green2.jpg,LiquidGhoul,"Green and Golden Bell Frogs have been found in differing habitat in NSW and Victoria. In NSW, the species commonly occupies disturbed habitats, and breeds largely in ephemeral ponds (Pyke & White 1996). However, in Victoria, the Green and Golden Bell Frog occupies habitats with little human disturbance and commonly breeds in permanent ponds, as well as ephemeral ponds (Pyke & White 1996). Goldingay (1996) argued that this is because most natural habitats are degraded or lost in NSW (Gillespie 1996).","The Green and Golden Bell Frog occurs mainly along coastal lowland areas of eastern NSW and Victoria. The most northern extent of the species distribution is from Yuraygir National Park (NP) near Grafton on the North Coast of NSW (White & Pyke 2008) while the most southern extent of the species' distribution is in the vicinity of Lake Wellington, just west of Lakes Entrance in south-eastern Victoria (Gillespie 1996). The furthest inland record of the species is at a recently discovered population near Hoskinstown in the Southern Tablelands (referred to as the Molongolo population) (Osborne et al. 2008). The species was previously known from elsewhere in the Southern Tablelands, but is now considered to have disappeared from the ACT (Osborne 1990) and central slopes around Bathurst (NSW DEC 2005e).",148.53,-37.8
Philoria frosti,Baw Baw Frog,Critically Endangered,1934,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1934,Myobatrachidae,Philoria,frosti,The Baw Baw Frog grows to 45 mm.  It is dark brown above with scattered black flecks and irregular lighter patches.  The upper surface is scattered with small warts on the sides and rump.  There are prominent black lobe-shaped paratoid glands on each side extending over the shoulders (Cogger 1990).,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Baw_Baw_Frog.jpg/440px-Baw_Baw_Frog.jpg,Canley,"The Baw Baw Frog is a habitat specialist. During the breeding season (September to December), calling males, gravid females and egg masses have been recorded along seepage lines within or at the periphery of sub-alpine wet heathland and in gullies within montane vegetation communities (Hollis 1995; Malone 1985a). Overall, surveys from 1993 to 1996 indicate that breeding localities are restricted to topographically protected gully habitats compared with the broader breeding distribution of the species over a decade ago (Hollis 1997).","The Baw Baw Frog is restricted entirely to the Baw Baw Plateau, located approximately 120 km east of Melbourne, Victoria. (Hollis 1995; Malone 1985a). Despite searches in close proximity to the plateau, and in similar environments (Mount Useful and Mount Torongo), the species has not been found elsewhere (Malone 1985a).",146.3,-37.8
Mixophyes balbus,"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,1942,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1942,Myobatrachidae,Mixophyes,balbus,The Stuttering Frog is yellow-grey on its back with darker blotches. The frog grows to 80 mm. There is an irregular dark brown band (often broken into blotches) starting between the eyes and running down the back. A dark stripe on the head starts in front of the nostril and continues through the eye to the tympanum (tight membrane covering the entrance to the ear). The arms and legs have narrow dark bars and the upper part of the iris is pale blue. The belly is smooth and white or pale yellow. The skin on the back is finely granular. The toes are three-quarters webbed (Cogger 2000; Frogs Australia Network 2005c).,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mixophyes_balbus.JPG/440px-Mixophyes_balbus.JPG,Froggydarb,"The Stuttering Frog is typically found in association with permanent streams through temperate and sub-tropical rainforest and wet sclerophyll forest, rarely in dry open tableland riparian vegetation (Mahony et al. 1997), and also in moist gullies in dry forest (Gillespie & Hines 1999). The ecological requirements of adults and larvae are poorly known.","The Stuttering Frog is restricted to the eastern slopes of the Great Divide, from the Cann River catchment in far East Gippsland, Victoria, to tributaries of the Timbarra River near Drake, New South Wales. The species occurs over an altitudinal range of 20 to over 1400 m, generally lower in the south and higher in the north. The Stuttering Frog was formerly more frequently encountered in the northern part of its range than south of Sydney, although this may reflect limited historic searches in the region (Gillespie & Hines 1999).",149.086,-37.2387
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,1973,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1973,Myobatrachidae,Heleioporus,australiacus,"Adults: The Giant Burrowing Frog is a rotund frog with muscular forearms and hindlimbs, growing to about 95 mm. Its back colouring is quite variable, ranging from steely blue-grey to black and dark chocolate brown (Penman et al 2004). Varying degrees of white/yellowish spots can occur on the sides in all populations (including essentially no spots at all). The species is always white below with some brown on the throat. It has a yellowish splash in the armpits, and a flap of skin at the anterior corner of the eyes. Adult males have warts capped by black spines on the back and sides (Cogger 2000). This species eyes are prominent and large (NSW DECC 2005r). Tadpoles: Giant Burrowing Frog tadpoles are large in size and very plump. The body colour is usually black or very dark grey to brown. The tadpoles are very slow moving (Anstis 2002; Frogs Australia 2005; Watson & Martin 1973).",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Heleioporus_australiacus_%28male%29.jpg/440px-Heleioporus_australiacus_%28male%29.jpg,Tnarg,"Across its range, the Giant Burrowing Frog appears to be dependent on areas with native vegetation (Penman et al. 2004) as no Giant Burrowing Frogs have been recorded from cleared lands (Daly 1996; Gillespie 1990). However, it should be noted that no targeted surveys for the species have occurred in such lands. A BIOCLIM analysis suggests that the species is not climatically suited to large river valleys, most of which have been cleared for agriculture (Penman et al. 2005). ","The Giant Burrowing Frog is confined to the eastern slopes of the Great Dividing Range and coastal regions from near Mt Coridudgy and Kings Cross in Wollemi National Park, New South Wales (NSW NPWS 2001b; Penman et al. 2005), to Walhalla in the central highlands of eastern Victoria (Littlejohn & Martin 1967). The species has been found from near sea level up to 1000 m, from the coast to almost 100 km inland along the escarpment of the Great Dividing Range (Australian Museum n.d.; Gillespie 1990; Rescei 1997). There is a notable disjunction in records between Jervis Bay and the Eden District, which might be due to either the rarity of the species or the limited survey effort in the region. However, recent records have begun to fill in this gap (F. Lemckert 2007, pers. comm.).",149.18,-37.3
Pomaderris cotoneaster,Cotoneaster Pomaderris,Endangered,2043,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2043,Rhamnaceae,Pomaderris,cotoneaster,,https://www.environment.nsw.gov.au/threatenedSpeciesApp/ImageHandler.ashx?graphicsId=44793&maxWidth=150,Jackie Miles,"Usually growing on shallow soils with outcropping rock, often associated with clifflines (above, on or below) or riverbanks. The species occurs in dry, shrubby open forest on north-west to south-west facing slopes (NSW National Parks & Wildlife Service, Southern Region 1999).",,149.4,-37.3333
